Article_ID,Article_ID2,Country,Disease_name,Disease_name2,Disease,PMID,First Author,Publication Year,DOI,Combining Authoryear (withformula),Authoryear,Ncases,Ncontrol,total,genus,Genus_mean_RA_disease,Genus_mean_RA_control,foldchange(calculation),foldchange,pvalue,,logEffectSize,logStandardError,logStandardDeviation,logLLCI,logULCI,EffectSize,LLCI,ULCI,,,,,Age_disease,Age_control,Sequencing_type,16s_sequencing_region,Genus(original_,Genus_clean (original,Genus_classified,Genus_RA_in_disease,Genus_>1_studies(cancer_or_autoimmune),Genus_increased_HowMany_Cancer_study,Genus_decreased_HowMany_Cancer_study,Genus_increased_HowMany_Autoimmune_study,Genus_decreased_HowMany_Autoimmune_study,Genus_statistical_test,Genus_mean_RA_disease(original),Genus_mean_RA_control (original),Genus_effect_type,Genus_effect_type_quanititative_value,Genus_quantitative_data_source_in_paper,Genus_Pvalue(original)
Article_1716,Article_1716,USA,Colorectal cancer,Colorectal cancer and carcinoma,Cancer,27171425,Vogtmann E,2016,10.1371/journal.pone.0155362,"Vogtmann E, 2016","Vogtmann E, 2016",52,52,104,Peptostreptococcus,0.000290,0.00001,36.17011317,36.1701,0.03733350000000000,308,3.588232811,1.726288352,17.60475599,0.204769813,6.971695808,36.1701,1.227242537,1066.029,,,,,61.8 years,61.2 years,shotgun,v3-v4,Peptostreptococcus,Peptostreptococcus,yes,increased,yes,11,1,0,0,two-sided non-parametric Wilcoxon test,0.000289622,8.00721E-06,"relative abundance, no standard deviation",,,0.0373335
,Article_1716,USA,Colorectal cancer,Colorectal cancer and carcinoma,Cancer,27171425,Vogtmann E,2016,10.1371/journal.pone.0155362,"Vogtmann E, 2016","Vogtmann E, 2016",52,52,104,Capnocytophaga,0.002250,0.00868,0.259334804,0.2593,0.04789957200000000,309,-1.349769586,0.683467741,6.970030695,-2.689341743,-0.01019743,0.2593,0.067925637,0.989854388,,,,,61.8 years,61.2 years,shotgun,v3-v4,Capnocytophaga,Capnocytophaga,yes,decreased,no,0,1,0,0,two-sided non-parametric Wilcoxon test,0.002250239,0.008676966,,,,0.047899572
Article_1830,Article_1830,Japan,Colorectal cancer,Colorectal cancer and carcinoma,Cancer,26549775,Kasai C,2016,10.3892/or.2015.4398,"Kasai C, 2016","Kasai C, 2016",6,6,12,Actinomyces,0.001160,0.00022,5.272727273,5.2727,0.03700000000000000,310,1.662542565,0.798436336,2.765864602,0.097636102,3.227449029,5.2727,1.102561492,25.21525147,,,,,54 years,50.3 years,16S,V3-V4,Actinomyces,Actinomyces,yes,increased,yes,2,0,4,1,Mann-Whitney,0.12%,0.02%,"relative abundance, no standard deviation",,,0.037
,Article_1830,Japan,Colorectal cancer,Colorectal cancer and carcinoma,Cancer,26549775,Kasai C,2016,10.3892/or.2015.4398,"Kasai C, 2016","Kasai C, 2016",6,6,12,Fusobacterium,0.038400,0.00004,960,960.0000,0.00400000000000000,311,6.866933284,2.382801412,8.254266221,2.196728334,11.53713824,960,8.995534916,102450.8279,,,,,54 years,50.3 years,16S,V3-V4,Fusobacterium,Fusobacterium,yes,increased,yes,13,1,2,1,Mann-Whitney,3.84%,0.00%,,,,0.004
,Article_1830,Japan,Colorectal cancer,Colorectal cancer and carcinoma,Cancer,26549775,Kasai C,2016,10.3892/or.2015.4398,"Kasai C, 2016","Kasai C, 2016",6,6,12,Haemophilus ,0.000270,0.00002,13.5,13.5000,0.02000000000000000,312,2.602689685,1.120152066,3.88032058,0.40723198,4.798147391,13.5,1.50265265,121.2855147,,,,,54 years,50.3 years,16S,V3-V4,Haemophilus,Haemophilus ,yes,increased,yes,2,1,1,4,Mann-Whitney,0.03%,0.00%,,,,0.02
,Article_1830,Japan,Colorectal cancer,Colorectal cancer and carcinoma,Cancer,26549775,Kasai C,2016,10.3892/or.2015.4398,"Kasai C, 2016","Kasai C, 2016",6,6,12,Slackia,0.000090,0.00162,0.055555556,0.0556,0.04900000000000000,313,-2.889572078,1.47033769,5.093399165,-5.771380995,-0.007763161,0.0556,0.003115452,0.992266895,,,,,54 years,50.3 years,16S,V3-V4,Slackia,Slackia,yes,decreased,yes,1,1,0,2,Mann-Whitney,0.01%,0.16%,,,,0.049
Article_1849,Article_1849,"China, Denmark",Colorectal cancer,Colorectal cancer and carcinoma,Cancer,26408641,Yu J,2017,10.1136/gutjnl-2015-309800,"Yu J, 2017","Yu J, 2017",74,54,128,Parvimonas,83.432430,38.55556,2.163953266,2.1640,0.00000003860000000,314,0.771958361,0.137808073,1.559120364,0.501859502,1.04205722,2.164,1.651789923,2.835043328,,,,,67 years,63 years,shotgun,na,Parvimonas,Parvimonas,yes,increased,yes,5,1,0,0,Wilcoxon,83.43243,38.55556,rank mean,,,3.86E-08
,Article_1849,"China, Denmark",Colorectal cancer,Colorectal cancer and carcinoma,Cancer,26408641,Yu J,2017,10.1136/gutjnl-2015-309800,"Yu J, 2017","Yu J, 2017",74,54,128,Peptostreptococcus,81.972970,40.55556,2.021251094,2.0213,0.00000026700000000,315,0.703740869,0.134521499,1.521937031,0.440083575,0.967398163,2.0213,1.552836991,2.631089878,,,,,67 years,63 years,shotgun,na,Peptostreptococcus,Peptostreptococcus,yes,increased,yes,11,1,0,0,,81.97297,40.55556,,,,2.67E-07
,Article_1849,"China, Denmark",Colorectal cancer,Colorectal cancer and carcinoma,Cancer,26408641,Yu J,2017,10.1136/gutjnl-2015-309800,"Yu J, 2017","Yu J, 2017",74,54,128,Fusobacterium,78.351350,45.51852,1.721307064,1.7213,0.00022400000000000,316,0.543079819,0.146198749,1.654050029,0.256535537,0.829624102,1.7213,1.292444694,2.292456848,,,,,67 years,63 years,shotgun,na,Fusobacterium,Fusobacterium,yes,increased,yes,13,1,2,1,,78.35135,45.51852,,,,2.24E-04
,Article_1849,"China, Denmark",Colorectal cancer,Colorectal cancer and carcinoma,Cancer,26408641,Yu J,2017,10.1136/gutjnl-2015-309800,"Yu J, 2017","Yu J, 2017",74,54,128,Beggiatoa,78.074320,45.89815,1.701034138,1.7010,0.00043400000000000,317,0.531216313,0.150165766,1.698931703,0.23689682,0.825535806,1.701,1.26731035,2.283103739,,,,,67 years,63 years,shotgun,na,Beggiatoa,Beggiatoa,yes,increased,no,1,0,0,0,,78.07432,45.89815,,,,4.34E-04
,Article_1849,"China, Denmark",Colorectal cancer,Colorectal cancer and carcinoma,Cancer,26408641,Yu J,2017,10.1136/gutjnl-2015-309800,"Yu J, 2017","Yu J, 2017",74,54,128,Malassezia,77.743240,46.35185,1.677241361,1.6772,0.00170000000000000,318,0.517125736,0.16431342,1.858994141,0.19507735,0.839174122,1.6772,1.215404995,2.314454731,,,,,67 years,63 years,shotgun,na,Malassezia,Malassezia,yes,increased,no,1,0,0,0,,77.74324,46.35185,,,,1.70E-03
,Article_1849,"China, Denmark",Colorectal cancer,Colorectal cancer and carcinoma,Cancer,26408641,Yu J,2017,10.1136/gutjnl-2015-309800,"Yu J, 2017","Yu J, 2017",74,54,128,Paracoccus,76.783780,47.66667,1.610848419,1.6108,0.00179000000000000,319,0.47673095,0.152227786,1.722260795,0.178369972,0.775091928,1.6108,1.195267455,2.170791674,,,,,67 years,63 years,shotgun,na,Paracoccus,Paracoccus,yes,increased,no,1,0,0,0,,76.78378,47.66667,,,,1.79E-03
,Article_1849,"China, Denmark",Colorectal cancer,Colorectal cancer and carcinoma,Cancer,26408641,Yu J,2017,10.1136/gutjnl-2015-309800,"Yu J, 2017","Yu J, 2017",74,54,128,Leptotrichia,76.425680,48.15741,1.586997307,1.5870,0.00474000000000000,320,0.461845442,0.163370945,1.848331249,0.141644273,0.78204661,1.587,1.152166719,2.18594146,,,,,67 years,63 years,shotgun,na,Leptotrichia,Leptotrichia,yes,increased,yes,5,0,0,0,,76.42568,48.15741,,,,4.74E-03
,Article_1849,"China, Denmark",Colorectal cancer,Colorectal cancer and carcinoma,Cancer,26408641,Yu J,2017,10.1136/gutjnl-2015-309800,"Yu J, 2017","Yu J, 2017",74,54,128,Filifactor,75.763510,49.06481,1.544151705,1.5442,0.00480000000000000,321,0.434505977,0.153923303,1.741443378,0.132821847,0.736190106,1.5442,1.142046522,2.087965416,,,,,67 years,63 years,shotgun,na,Filifactor,Filifactor,yes,increased,yes,2,0,0,0,,75.76351,49.06481,,,,4.80E-03
,Article_1849,"China, Denmark",Colorectal cancer,Colorectal cancer and carcinoma,Cancer,26408641,Yu J,2017,10.1136/gutjnl-2015-309800,"Yu J, 2017","Yu J, 2017",74,54,128,Crenothrix,75.979730,48.76852,1.557966697,1.5580,0.00557000000000000,322,0.443402947,0.159841417,1.808399197,0.130119527,0.756686368,1.558,1.138964512,2.131202486,,,,,67 years,63 years,shotgun,na,Crenothrix,Crenothrix,yes,increased,no,1,0,0,0,,75.97973,48.76852,,,,5.57E-03
,Article_1849,"China, Denmark",Colorectal cancer,Colorectal cancer and carcinoma,Cancer,26408641,Yu J,2017,10.1136/gutjnl-2015-309800,"Yu J, 2017","Yu J, 2017",74,54,128,Solobacterium,76.783780,47.66667,1.610848419,1.6108,0.00856000000000000,323,0.47673095,0.181330196,2.051516982,0.121330296,0.832131604,1.6108,1.128997754,2.298212401,,,,,67 years,63 years,shotgun,na,Solobacterium,Solobacterium,yes,increased,yes,3,0,1,0,,76.78378,47.66667,,,,8.56E-03
,Article_1849,"China, Denmark",Colorectal cancer,Colorectal cancer and carcinoma,Cancer,26408641,Yu J,2017,10.1136/gutjnl-2015-309800,"Yu J, 2017","Yu J, 2017",74,54,128,Sulfurovum,75.459460,49.48148,1.525004103,1.5250,0.00964000000000000,324,0.42199441,0.163062964,1.844846842,0.102396873,0.741591947,1.525,1.10782305,2.099274789,,,,,67 years,63 years,shotgun,na,Sulfurovum,Sulfurovum,yes,increased,no,1,0,0,0,,75.45946,49.48148,,,,9.64E-03
,Article_1849,"China, Denmark",Colorectal cancer,Colorectal cancer and carcinoma,Cancer,26408641,Yu J,2017,10.1136/gutjnl-2015-309800,"Yu J, 2017","Yu J, 2017",74,54,128,Eubacterium,53.135140,80.07407,0.663574863,0.6636,0.00964000000000000,325,-0.410075721,0.15845746,1.792741515,-0.720646636,-0.099504805,0.6636,0.486437606,0.9052856,,,,,67 years,63 years,shotgun,na,Eubacterium,Eubacterium,yes,decreased,yes,6,9,2,4,,53.13514,80.07407,,,,9.64E-03
,Article_1849,"China, Denmark",Colorectal cancer,Colorectal cancer and carcinoma,Cancer,26408641,Yu J,2017,10.1136/gutjnl-2015-309800,"Yu J, 2017","Yu J, 2017",74,54,128,Streptobacillus,73.364860,52.35185,1.401380467,1.4014,0.01080000000000000,326,0.337471737,0.132440289,1.498390824,0.07789354,0.597049934,1.4014,1.081007569,1.81675135,,,,,67 years,63 years,shotgun,na,Streptobacillus,Streptobacillus,yes,increased,no,1,0,0,0,,73.36486,52.35185,,,,1.08E-02
,Article_1849,"China, Denmark",Colorectal cancer,Colorectal cancer and carcinoma,Cancer,26408641,Yu J,2017,10.1136/gutjnl-2015-309800,"Yu J, 2017","Yu J, 2017",74,54,128,Adhaeribacter,55.331080,77.06481,0.717981138,0.7180,0.03330000000000000,327,-0.33128571,0.155902661,1.763837264,-0.636849311,-0.025722109,0.718,0.528956378,0.974605886,,,,,67 years,63 years,shotgun,na,Adhaeribacter,Adhaeribacter,yes,decreased,no,0,1,0,0,,55.33108,77.06481,,,,3.33E-02
,Article_1849,"China, Denmark",Colorectal cancer,Colorectal cancer and carcinoma,Cancer,26408641,Yu J,2017,10.1136/gutjnl-2015-309800,"Yu J, 2017","Yu J, 2017",74,54,128,Moniliophthora,75.141890,49.91667,1.505346611,1.5053,0.04150000000000000,328,0.408992214,0.200977821,2.273804482,0.015082923,0.802901505,1.5053,1.015197244,2.232007723,,,,,67 years,63 years,shotgun,na,Moniliophthora,Moniliophthora,yes,increased,no,1,0,0,0,,75.14189,49.91667,,,,4.15E-02
Article_2070,Article_2070,USA,Colorectal cancer,Colorectal cancer and carcinoma,Cancer,24316595,Ahn J,2013,10.1093/jnci/djt300,"Ahn J, 2013","Ahn J, 2013",47,94,141,Coprococcus,0.017000,0.03700,0.459459459,0.4595,0.00200000000000000,329,-0.777616337,0.250992438,2.980370072,-1.269552476,-0.285680198,0.4595,0.280957329,0.75150291,,,,,62.9 years,58.5 years,16S,V3-V4,Coprococcus,Coprococcus,yes,decreased,yes,2,2,1,6,Wilcoxon,1.70%,3.70%,,,,0.002
Article_2129,Article_2129,China,Colorectal cancer,Colorectal cancer and carcinoma,Cancer,23553152,Chen HM,2013,10.3945/ajcn.112.046607,"Chen HM, 2013","Chen HM, 2013",47,47,94,Eubacterium,0.000400,0.00080,0.5,0.5000,0.02000000000000000,330,-0.693147181,0.298318409,2.892304285,-1.277840518,-0.108453843,0.5,0.278638366,0.897220307,,,,,52.2 years,51.8 years,16S,V1-V3,Eubacterium,Eubacterium,yes,decreased,yes,6,9,2,4,,0.04%,0.08%,percentage of the sequences of this genus to all sequences in each individual,,,0.02
,Article_2129,China,Colorectal cancer,Colorectal cancer and carcinoma,Cancer,23553152,Chen HM,2013,10.3945/ajcn.112.046607,"Chen HM, 2013","Chen HM, 2013",47,47,94,Roseburia,0.012200,0.01990,0.613065327,0.6131,0.03500000000000000,331,-0.489227224,0.232428768,2.253480518,-0.944779239,-0.033675209,0.6131,0.388765386,0.966885489,,,,,52.2 years,51.8 years,16S,V1-V3,Roseburia,Roseburia,yes,decreased,yes,2,5,1,5,,1.22%,1.99%,,,,0.035
,Article_2129,China,Colorectal cancer,Colorectal cancer and carcinoma,Cancer,23553152,Chen HM,2013,10.3945/ajcn.112.046607,"Chen HM, 2013","Chen HM, 2013",47,47,94,Clostridium,0.008900,0.02070,0.429951691,0.4300,0.00100000000000000,332,-0.84397007,0.255497473,2.477139912,-1.344735916,-0.343204224,0.43,0.260608521,0.709493301,,,,,52.2 years,51.8 years,16S,V1-V3,Clostridium,Clostridium,yes,decreased,yes,1,2,0,3,,0.89%,2.07%,,,,0.001
,Article_2129,China,Colorectal cancer,Colorectal cancer and carcinoma,Cancer,23553152,Chen HM,2013,10.3945/ajcn.112.046607,"Chen HM, 2013","Chen HM, 2013",47,47,94,Enterococcus,0.037500,0.02170,1.728110599,1.7281,0.03500000000000000,333,0.547022539,0.259886958,2.519697542,0.037653461,1.056391617,1.7281,1.038371335,2.875974625,,,,,52.2 years,51.8 years,16S,V1-V3,Enterococcus,Enterococcus,yes,increased,yes,5,0,2,5,,3.75%,2.17%,,,,0.035
,Article_2129,China,Colorectal cancer,Colorectal cancer and carcinoma,Cancer,23553152,Chen HM,2013,10.3945/ajcn.112.046607,"Chen HM, 2013","Chen HM, 2013",47,47,94,Streptococcus,0.214000,0.14040,1.524216524,1.5242,0.04900000000000000,334,0.421469682,0.214461776,2.079284061,0.001132326,0.841807039,1.5242,1.001132967,2.320556526,,,,,52.2 years,51.8 years,16S,V1-V3,Streptococcus,Streptococcus,yes,increased,yes,4,1,6,1,,21.40%,14.04%,,,,0.049
,Article_2129,China,Colorectal cancer,Colorectal cancer and carcinoma,Cancer,23553152,Chen HM,2013,10.3945/ajcn.112.046607,"Chen HM, 2013","Chen HM, 2013",47,47,94,Bacteroides,0.000400,0.00070,0.571428571,0.5714,0.02000000000000000,335,-0.559665789,0.240870356,2.335324741,-1.031763011,-0.087568567,0.5714,0.356378108,0.916156051,,,,,52.2 years,51.8 years,16S,V1-V3,Bacteroides,Bacteroides,yes,decreased,yes,0,6,11,1,,0.04%,0.07%,,,,0.02
Article_2176,Article_2176,USA,Colorectal adenoma,Colorectal cancer and carcinoma,Cancer,22622349,Sanapareddy N,2012,10.1038/ismej.2012.43,"Sanapareddy N, 2012","Sanapareddy N, 2012",33,38,71,Helicobacter,0.703400,0.18630,3.775630703,3.7756,0.00290000000000000,336,1.32855931,0.445267167,3.751887837,0.4558517,2.201266921,3.7756,1.577516382,9.036454724,,,,,57.45 years,55.7 years,16S,V1-V2,Helicobacter,Helicobacter,yes,increased,yes,2,1,0,1,Wilcoxon,0.7034,0.1863,"mean (relative) (log-normalized?) abundance, no standard deviation",,,0.0029
,Article_2176,USA,Colorectal adenoma,Colorectal cancer and carcinoma,Cancer,22622349,Sanapareddy N,2012,10.1038/ismej.2012.43,"Sanapareddy N, 2012","Sanapareddy N, 2012",33,38,71,Aquabacterium,1.025600,0.34300,2.990087464,2.9901,0.00270000000000000,337,1.095306832,0.364372865,3.070260337,0.381149139,1.809464525,2.9901,1.463965923,6.107176314,,,,,57.45 years,55.7 years,16S,V1-V2,Aquabacterium,Aquabacterium,yes,increased,yes,2,0,0,0,Wilcoxon,1.0256,0.343,,,,0.0027
,Article_2176,USA,Colorectal adenoma,Colorectal cancer and carcinoma,Cancer,22622349,Sanapareddy N,2012,10.1038/ismej.2012.43,"Sanapareddy N, 2012","Sanapareddy N, 2012",33,38,71,Weissella,0.575400,0.18040,3.189578714,3.1896,0.00870000000000000,338,1.159895517,0.442119897,3.725368469,0.293356442,2.026434592,3.1896,1.340920666,7.586987371,,,,,57.45 years,55.7 years,16S,V1-V2,Weissella,Weissella,yes,increased,no,1,0,0,0,Wilcoxon,0.5754,0.1804,,,,0.0087
,Article_2176,USA,Colorectal adenoma,Colorectal cancer and carcinoma,Cancer,22622349,Sanapareddy N,2012,10.1038/ismej.2012.43,"Sanapareddy N, 2012","Sanapareddy N, 2012",33,38,71,Lactococcus,1.315500,0.74660,1.761987677,1.7620,0.01748000000000000,339,0.566449528,0.238612273,2.010582753,0.098778065,1.03412099,1.762,1.103821296,2.812632815,,,,,57.45 years,55.7 years,16S,V1-V2,Lactococcus,Lactococcus,yes,increased,yes,4,1,0,1,Wilcoxon,1.3155,0.7466,,,,0.01748
,Article_2176,USA,Colorectal adenoma,Colorectal cancer and carcinoma,Cancer,22622349,Sanapareddy N,2012,10.1038/ismej.2012.43,"Sanapareddy N, 2012","Sanapareddy N, 2012",33,38,71,Acidovorax,1.485600,0.76400,1.944502618,1.9445,0.01666000000000000,340,0.665004875,0.278043327,2.342834717,0.120049967,1.209959782,1.9445,1.127553191,3.353349784,,,,,57.45 years,55.7 years,16S,V1-V2,Acidovorax,Acidovorax,yes,increased,no,1,1,0,0,Wilcoxon,1.4856,0.764,,,,0.01666
,Article_2176,USA,Colorectal adenoma,Colorectal cancer and carcinoma,Cancer,22622349,Sanapareddy N,2012,10.1038/ismej.2012.43,"Sanapareddy N, 2012","Sanapareddy N, 2012",33,38,71,Turicibacter,1.061300,0.56230,1.887426641,1.8874,0.02138000000000000,341,0.635200221,0.276385831,2.328868403,0.093493947,1.176906494,1.8874,1.098003957,3.244322333,,,,,57.45 years,55.7 years,16S,V1-V2,Turicibacter,Turicibacter,yes,increased,yes,2,0,1,2,Wilcoxon,1.0613,0.5623,,,,0.02138
,Article_2176,USA,Colorectal adenoma,Colorectal cancer and carcinoma,Cancer,22622349,Sanapareddy N,2012,10.1038/ismej.2012.43,"Sanapareddy N, 2012","Sanapareddy N, 2012",33,38,71,Lactobacillus,1.338100,0.67330,1.987375613,1.9874,0.01917000000000000,342,0.686827252,0.293582642,2.473771312,0.111415847,1.262238657,1.9874,1.117859669,3.533322536,,,,,57.45 years,55.7 years,16S,V1-V2,Lactobacillus,Lactobacillus,yes,increased,yes,5,0,2,2,Wilcoxon,1.3381,0.6733,,,,0.01917
,Article_2176,USA,Colorectal adenoma,Colorectal cancer and carcinoma,Cancer,22622349,Sanapareddy N,2012,10.1038/ismej.2012.43,"Sanapareddy N, 2012","Sanapareddy N, 2012",33,38,71,Sphingobium,1.022600,0.50770,2.014181603,2.0142,0.01715000000000000,343,0.700222094,0.294086806,2.478019473,0.123822546,1.276621642,2.0142,1.131815008,3.584509491,,,,,57.45 years,55.7 years,16S,V1-V2,Sphingobium,Sphingobium,yes,increased,yes,2,1,0,0,Wilcoxon,1.0226,0.5077,,,,0.01715
,Article_2176,USA,Colorectal adenoma,Colorectal cancer and carcinoma,Cancer,22622349,Sanapareddy N,2012,10.1038/ismej.2012.43,"Sanapareddy N, 2012","Sanapareddy N, 2012",33,38,71,Cloacibacterium,1.226500,0.61800,1.984627832,1.9846,0.01611000000000000,344,0.685417382,0.28510243,2.402315779,0.126626887,1.244207878,1.9846,1.134993458,3.470184901,,,,,57.45 years,55.7 years,16S,V1-V2,Cloacibacterium,Cloacibacterium,yes,increased,no,1,0,0,0,Wilcoxon,1.2265,0.618,,,,0.01611
,Article_2176,USA,Colorectal adenoma,Colorectal cancer and carcinoma,Cancer,22622349,Sanapareddy N,2012,10.1038/ismej.2012.43,"Sanapareddy N, 2012","Sanapareddy N, 2012",33,38,71,Stenotrophomonas,1.079800,0.56230,1.920327227,1.9203,0.01709000000000000,345,0.652481424,0.273886773,2.307810973,0.115673212,1.189289635,1.9203,1.122628951,3.28474701,,,,,57.45 years,55.7 years,16S,V1-V2,Stenotrophomonas,Stenotrophomonas,yes,increased,no,1,1,0,0,Wilcoxon,1.0798,0.5623,,,,0.01709
,Article_2176,USA,Colorectal adenoma,Colorectal cancer and carcinoma,Cancer,22622349,Sanapareddy N,2012,10.1038/ismej.2012.43,"Sanapareddy N, 2012","Sanapareddy N, 2012",33,38,71,Succinivibrio,0.879900,0.39810,2.210248681,2.2102,0.02374000000000000,346,0.793083009,0.351207891,2.959330295,0.104728191,1.481437828,2.2102,1.11040875,4.399266522,,,,,57.45 years,55.7 years,16S,V1-V2,Succinivibrio,Succinivibrio,yes,increased,yes,2,0,0,0,Wilcoxon,0.8799,0.3981,,,,0.02374
,Article_2176,USA,Colorectal adenoma,Colorectal cancer and carcinoma,Cancer,22622349,Sanapareddy N,2012,10.1038/ismej.2012.43,"Sanapareddy N, 2012","Sanapareddy N, 2012",33,38,71,Azonexus,0.785600,0.35770,2.196253844,2.1963,0.02702000000000000,347,0.786774126,0.356345374,3.002619495,0.088350027,1.485198226,2.1963,1.092370414,4.415840661,,,,,57.45 years,55.7 years,16S,V1-V2,Azonexus,Azonexus,yes,increased,no,1,0,0,0,Wilcoxon,0.7856,0.3577,,,,0.02702
,Article_2176,USA,Colorectal adenoma,Colorectal cancer and carcinoma,Cancer,22622349,Sanapareddy N,2012,10.1038/ismej.2012.43,"Sanapareddy N, 2012","Sanapareddy N, 2012",33,38,71,Leuconostoc,0.316800,0.08820,3.591836735,3.5918,0.02504000000000000,348,1.27865347,0.571451946,4.815139682,0.158628237,2.398678702,3.5918,1.171902196,11.0086211,,,,,57.45 years,55.7 years,16S,V1-V2,Leuconostoc,Leuconostoc,yes,increased,no,1,1,1,0,Wilcoxon,0.3168,0.0882,,,,0.02504
,Article_2176,USA,Colorectal adenoma,Colorectal cancer and carcinoma,Cancer,22622349,Sanapareddy N,2012,10.1038/ismej.2012.43,"Sanapareddy N, 2012","Sanapareddy N, 2012",33,38,71,Delftia,1.149500,0.64990,1.768733651,1.7687,0.02752000000000000,349,0.570244813,0.259118558,2.183371781,0.062381772,1.078107855,1.7687,1.064368613,2.939113059,,,,,57.45 years,55.7 years,16S,V1-V2,Delftia,Delftia,yes,increased,yes,2,0,0,0,Wilcoxon,1.1495,0.6499,,,,0.02752
,Article_2176,USA,Colorectal adenoma,Colorectal cancer and carcinoma,Cancer,22622349,Sanapareddy N,2012,10.1038/ismej.2012.43,"Sanapareddy N, 2012","Sanapareddy N, 2012",33,38,71,Dechloromonas,0.330700,0.10080,3.280753968,3.2808,0.02673000000000000,350,1.188087295,0.537080888,4.525524002,0.135428098,2.240746492,3.2808,1.145026863,9.400345955,,,,,57.45 years,55.7 years,16S,V1-V2,Dechloromonas,Dechloromonas,yes,increased,no,1,0,0,0,Wilcoxon,0.3307,0.1008,,,,0.02673
,Article_2176,USA,Colorectal adenoma,Colorectal cancer and carcinoma,Cancer,22622349,Sanapareddy N,2012,10.1038/ismej.2012.43,"Sanapareddy N, 2012","Sanapareddy N, 2012",33,38,71,Akkermansia,0.334900,0.10110,3.31256182,3.3126,0.03717000000000000,351,1.19773338,0.575729263,4.851180997,0.06932476,2.326142,3.3126,1.071784225,10.23836562,,,,,57.45 years,55.7 years,16S,V1-V2,Akkermansia,Akkermansia,yes,increased,yes,3,1,1,2,Wilcoxon,0.3349,0.1011,,,,0.03717
,Article_2176,USA,Colorectal adenoma,Colorectal cancer and carcinoma,Cancer,22622349,Sanapareddy N,2012,10.1038/ismej.2012.43,"Sanapareddy N, 2012","Sanapareddy N, 2012",33,38,71,Bryantella,0.473700,0.26060,1.817728319,1.8177,0.04012000000000000,352,0.597571966,0.291639432,2.457397535,0.025969182,1.169174749,1.8177,1.026309319,3.219334783,,,,,57.45 years,55.7 years,16S,V1-V2,Bryantella,Bryantella,yes,increased,no,1,0,0,0,Wilcoxon,0.4737,0.2606,,,,0.04012
,Article_2176,USA,Colorectal adenoma,Colorectal cancer and carcinoma,Cancer,22622349,Sanapareddy N,2012,10.1038/ismej.2012.43,"Sanapareddy N, 2012","Sanapareddy N, 2012",33,38,71,Acinetobacter,1.075000,0.58140,1.848985208,1.8490,0.03947000000000000,353,0.614644952,0.298988721,2.519323742,0.028637828,1.200652077,1.849,1.029051833,3.3222826,,,,,57.45 years,55.7 years,16S,V1-V2,Acinetobacter,Acinetobacter,yes,increased,yes,2,2,0,0,Wilcoxon,1.075,0.5814,,,,0.03947
,Article_2176,USA,Colorectal adenoma,Colorectal cancer and carcinoma,Cancer,22622349,Sanapareddy N,2012,10.1038/ismej.2012.43,"Sanapareddy N, 2012","Sanapareddy N, 2012",33,38,71,Agrobacterium,0.412400,0.21660,1.903970452,1.9040,0.04643000000000000,354,0.643956936,0.323912796,2.729337736,0.009099521,1.278814352,1.904,1.009141048,3.592377902,,,,,57.45 years,55.7 years,16S,V1-V2,Agrobacterium,Agrobacterium,yes,increased,no,1,0,0,0,Wilcoxon,0.4124,0.2166,,,,0.04643
Article_2204,Article_2204,China,excluded study,Colorectal cancer and carcinoma,Cancer,21850056,Wang T,2012,10.1038/ismej.2011.109,"Wang T, 2012","Wang T, 2012",46,56,102,Bacteroides,0.140400,0.21490,0.653327129,0.6533,0.00500000000000000,355,-0.425718837,0.151526545,1.530343092,-0.722705409,-0.128732266,0.6533,0.485437172,0.879209329,,,,,60 years,49 years,16S,V3,Bacteroides,Bacteroides,yes,decreased,yes,0,6,11,1,Mann-Whitney,14%,21.49%,Relative contribution of a genus in healthy volunteers or CRC patients was calculated as percentage of the sequences of this genus to all sequences in this population.,,,0.005
,Article_2204,China,excluded study,Colorectal cancer and carcinoma,Cancer,21850056,Wang T,2012,10.1038/ismej.2011.109,"Wang T, 2012","Wang T, 2012",46,56,102,Roseburia,0.015600,0.03590,0.43454039,0.4345,0.00300000000000000,356,-0.833559334,0.280364761,2.831545292,-1.383064169,-0.284054499,0.4345,0.250808854,0.75272562,,,,,60 years,49 years,16S,V3,Roseburia,Roseburia,yes,decreased,yes,2,5,1,5,Mann-Whitney,1.56%,3.59%,No standard deviation,,,0.003
,Article_2204,China,excluded study,Colorectal cancer and carcinoma,Cancer,21850056,Wang T,2012,10.1038/ismej.2011.109,"Wang T, 2012","Wang T, 2012",46,56,102,Alistipes,0.006700,0.01110,0.603603604,0.6036,0.03900000000000000,357,-0.504843552,0.244989159,2.47426922,-0.98501348,-0.024673624,0.6036,0.373434193,0.975628282,,,,,60 years,49 years,16S,V3,Alistipes,Alistipes,yes,decreased,yes,1,3,1,3,Mann-Whitney,0.67%,1.11%,,,,0.039
